Meal,Preperation Time,Cooking Time,Calories,Fat,Cholesterol,Carbs,Fiber,Protein,Lookup Ingredients,new_ingredients,modified_ingredients
Breakfast,5.0,0.0,405,18.0,3.0,44.0,7.0,13.0,"['almonds', 'nuts', 'pumpkin', 'pecans', 'seeds', 'hazelnuts', 'cinnamon', 'oats', 'sesame']",almonds nuts pumpkin pecans seeds hazelnuts cinnamon oats sesame,almond nut pumpkin pecan seed hazelnut cinnamon oat sesame
Breakfast,15.0,30.0,644,26.0,4.0,56.0,11.0,41.0,"['butter', 'oil', 'paprika', 'beans', 'tofu', 'yeast', 'sauce', 'syrup', 'clove', 'tomatoes', 'sausages']",butter oil paprika beans tofu yeast sauce syrup clove tomatoes sausages,butter oil paprika bean tofu yeast sauce syrup clove tomato sausage
Breakfast,20.0,20.0,49,0.0,0.0,11.0,1.0,0.4,"['figs', 'sugar', 'orange', 'zest', 'lemon']",figs sugar orange zest lemon,fig sugar orange zest lemon
Breakfast,5.0,20.0,15,0.0,0.0,3.0,1.0,0.0,"['juice', 'sugar']",juice sugar,juice sugar
Breakfast,10.0,25.0,570,36.0,10.0,21.0,8.0,36.0,"['parsley', 'toast', 'oil', 'beans', 'ketchup', 'eggs', 'passata', 'tomatoes', 'mushrooms', 'bacon']",parsley toast oil beans ketchup eggs passata tomatoes mushrooms bacon,parsley toast oil bean ketchup egg passata tomato mushroom bacon
Breakfast,10.0,15.0,201,4.0,2.0,33.0,3.0,7.0,"['orange', 'seeds', 'buckwheat', 'cinnamon', 'milk', 'blueberries']",orange seeds buckwheat cinnamon milk blueberries,orange seed buckwheat cinnamon milk blueberry
Breakfast,20.0,0.0,254,19.0,7.0,4.0,0.0,18.0,"['eggs', 'milk', 'butter']",eggs milk butter,egg milk butter
Breakfast,10.0,0.0,319,9.0,4.0,48.0,6.0,9.0,"['oats', 'cinnamon', 'honey']",oats cinnamon honey,oat cinnamon honey
Breakfast,5.0,0.0,197,11.0,3.0,15.0,3.0,9.0,"['milk', 'juice', 'avocado', 'honey']",milk juice avocado honey,milk juice avocado honey
Breakfast,10.0,18.0,186,13.0,5.0,4.0,1.0,12.0,"['butter', 'masala', 'garlic', 'coriander', 'cumin', 'eggs', 'red', 'tomatoes']",butter masala garlic coriander cumin eggs red tomatoes,butter masala garlic coriander cumin egg red tomato
Breakfast,5.0,10.0,579,54.0,23.0,3.0,3.0,19.0,"['spinach', 'cream', 'pesto', 'eggs']",spinach cream pesto eggs,spinach cream pesto egg
Breakfast,10.0,16.0,302,11.0,7.0,44.0,4.0,6.0,"['honey', 'coconut', 'buckwheat', 'cocoa']",honey coconut buckwheat cocoa,honey coconut buckwheat cocoa
Breakfast,5.0,0.0,161,9.0,6.0,11.0,0.0,8.0,"['milk', 'espresso']",milk espresso,milk espresso
Breakfast,15.0,150.0,200,4.0,2.0,32.0,1.0,8.0,"['honey', 'almonds', 'butter', 'cinnamon', 'rice', 'milk']",honey almonds butter cinnamon rice milk,honey almond butter cinnamon rice milk
Breakfast,45.0,45.0,514,14.0,7.0,79.0,5.0,12.0,"['butter', 'cherries', 'sugar', 'marzipan', 'extra', 'yeast', 'jam', 'milk', 'gin', 'flour']",butter cherries sugar marzipan extra yeast jam milk gin flour,butter cherry sugar marzipan extra yeast jam milk gin flour
Breakfast,25.0,20.0,227,8.0,1.0,30.0,4.0,7.0,"['polenta', 'oil', 'chives', 'sauce', 'syrup', 'juice', 'mushrooms', 'milk', 'flour']",polenta oil chives sauce syrup juice mushrooms milk flour,polenta oil chive sauce syrup juice mushroom milk flour
Breakfast,10.0,25.0,337,20.0,5.0,13.0,7.0,22.0,"['spinach', 'parsley', 'leaves', 'oil', 'fat', 'coriander', 'peas', 'cumin', 'leeks', 'mint', 'eggs', 'flatbread', 'harissa']",spinach parsley leaves oil fat coriander peas cumin leeks mint eggs flatbread harissa,spinach parsley leaf oil fat coriander pea cumin leek mint egg flatbread harissa
Breakfast,10.0,5.0,405,16.0,9.0,54.0,2.0,10.0,"['honey', 'butter', 'oil', 'berries', 'sugar', 'salt', 'sauce', 'buttermilk', 'soda', 'flour', 'bacon', 'extract']",honey butter oil berries sugar salt sauce buttermilk soda flour bacon extract,honey butter oil berry sugar salt sauce buttermilk soda flour bacon extract
Breakfast,20.0,75.0,145,2.0,1.0,24.0,3.0,6.0,"['black', 'extra', 'eggs', 'syrup', 'soda', 'walnuts', 'flour']",black extra eggs syrup soda walnuts flour,black extra egg syrup soda walnut flour
Breakfast,5.0,10.0,484,24.0,12.0,49.0,1.0,10.0,"['oil', 'sugar', 'yolk', 'sherry', 'eggs', 'brioche', 'milk', 'cream']",oil sugar yolk sherry eggs brioche milk cream,oil sugar yolk sherry egg brioche milk cream
Breakfast,5.0,6.0,383,17.0,4.4,31.0,9.0,22.0,"['oil', 'broccoli', 'eggs', 'seeds', 'tomatoes', 'pumpkin', 'sesame']",oil broccoli eggs seeds tomatoes pumpkin sesame,oil broccoli egg seed tomato pumpkin sesame
Breakfast,5.0,0.0,35,2.0,1.0,3.0,0.0,2.0,"['milk', 'espresso']",milk espresso,milk espresso
Breakfast,10.0,20.0,208,11.0,1.0,19.0,3.0,5.0,"['almonds', 'butter', 'sugar', 'vanilla', 'juice', 'pears']",almonds butter sugar vanilla juice pears,almond butter sugar vanilla juice pear
Breakfast,10.0,15.0,258,10.0,2.0,22.0,7.0,17.0,"['masala', 'oil', 'broccoli', 'eggs', 'sourdough', 'pomegranate']",masala oil broccoli eggs sourdough pomegranate,masala oil broccoli egg sourdough pomegranate
Breakfast,10.0,0.0,131,3.0,2.0,20.0,1.0,5.0,"['honey', 'cardamom']",honey cardamom,honey cardamom
Breakfast,5.0,35.0,386,22.0,2.0,34.0,6.0,10.0,"['almonds', 'butter', 'extra', 'milk', 'blueberries', 'oats', 'extract']",almonds butter extra milk blueberries oats extract,almond butter extra milk blueberry oat extract
Breakfast,5.0,0.0,66,4.0,2.0,5.0,0.0,3.0,"['milk', 'espresso']",milk espresso,milk espresso
Breakfast,10.0,20.0,251,5.0,2.0,43.0,2.0,8.0,"['oil', 'sugar', 'pancetta', 'extra', 'eggs', 'syrup', 'milk', 'blueberries', 'flour']",oil sugar pancetta extra eggs syrup milk blueberries flour,oil sugar pancetta extra egg syrup milk blueberry flour
Breakfast,10.0,15.0,228,9.0,4.0,24.0,4.0,10.0,"['leaves', 'oil', 'eggs', 'potatoes', 'ricotta', 'extract']",leaves oil eggs potatoes ricotta extract,leaf oil egg potato ricotta extract
Breakfast,15.0,0.0,257,10.0,3.0,26.0,13.0,8.0,"['berries', 'seeds', 'juice', 'syrup', 'milk', 'raspberries']",berries seeds juice syrup milk raspberries,berry seed juice syrup milk raspberry
Breakfast,15.0,15.0,359,21.0,4.0,25.0,4.0,16.0,"['oil', 'dill', 'eggs', 'florets', 'flour']",oil dill eggs florets flour,oil dill egg floret flour
Breakfast,10.0,15.0,259,5.0,2.0,42.0,4.0,9.0,"['bananas', 'cocoa', 'milk', 'oats', 'extract']",bananas cocoa milk oats extract,banana cocoa milk oat extract
Breakfast,3.0,20.0,231,4.0,1.0,37.0,6.0,8.0,"['peaches', 'cardamom', 'syrup', 'milk', 'oats', 'quinoa']",peaches cardamom syrup milk oats quinoa,peach cardamom syrup milk oat quinoa
Breakfast,5.0,0.0,125,11.0,7.0,4.0,0.0,2.0,"['milk', 'cream', 'honey']",milk cream honey,milk cream honey
Breakfast,10.0,20.0,139,11.0,4.0,0.0,0.0,9.0,"['other', 'beans', 'bacon', 'tomatoes']",other beans bacon tomatoes,other bean bacon tomato
Breakfast,10.0,5.0,359,10.0,3.0,48.0,10.0,14.0,"['prunes', 'pumpkin', 'seeds', 'cinnamon', 'milk', 'oats', 'pears', 'extract']",prunes pumpkin seeds cinnamon milk oats pears extract,prune pumpkin seed cinnamon milk oat pear extract
Breakfast,5.0,5.0,214,4.0,1.0,35.0,7.0,13.0,"['oats', 'honey', 'blueberries', 'fat']",oats honey blueberries fat,oat honey blueberry fat
Breakfast,15.0,30.0,75,3.0,1.0,9.0,0.0,3.0,"['butter', 'oil', 'chives', 'eggs', 'potatoes', 'milk', 'flour', 'bacon']",butter oil chives eggs potatoes milk flour bacon,butter oil chive egg potato milk flour bacon
Breakfast,5.0,30.0,147,8.0,2.0,5.0,3.0,12.0,"['leaves', 'oil', 'eggs', 'clove', 'tomatoes', 'mushrooms']",leaves oil eggs clove tomatoes mushrooms,leaf oil egg clove tomato mushroom
Breakfast,5.0,5.0,501,27.0,10.0,46.0,2.0,17.0,"['brioche', 'tarragon']",brioche tarragon,brioche tarragon
Breakfast,5.0,5.0,297,19.0,5.0,10.0,2.0,20.0,"['spinach', 'oil', 'eggs', 'tomatoes', 'basil']",spinach oil eggs tomatoes basil,spinach oil egg tomato basil
Breakfast,5.0,0.0,40,1.0,0.3,6.0,1.0,1.0,"['fruit', 'oats', 'seeds', 'milk']",fruit oats seeds milk,fruit oat seed milk
Breakfast,2.0,7.0,251,12.0,3.0,18.0,3.0,15.0,"['bread', 'oil', 'eggs', 'kale', 'clove', 'tomatoes']",bread oil eggs kale clove tomatoes,bread oil egg kale clove tomato
Breakfast,5.0,0.0,372,9.0,2.0,55.0,9.0,13.0,"['oats', 'bananas', 'raspberries']",oats bananas raspberries,oat banana raspberry
Breakfast,20.0,20.0,798,32.0,8.0,91.0,15.0,29.0,"['almonds', 'berries', 'coconut', 'syrup', 'seeds', 'juice', 'milk', 'blueberries', 'flour', 'pumpkin']",almonds berries coconut syrup seeds juice milk blueberries flour pumpkin,almond berry coconut syrup seed juice milk blueberry flour pumpkin
Breakfast,20.0,0.0,251,16.0,3.0,19.0,7.0,4.0,"['spinach', 'fruit', 'berries', 'raspberries', 'milk', 'avocado', 'mango']",spinach fruit berries raspberries milk avocado mango,spinach fruit berry raspberry milk avocado mango
Breakfast,5.0,10.0,376,16.0,3.0,46.0,5.0,14.0,"['butter', 'oil', 'cinnamon', 'milk', 'lemon', 'flour', 'raspberries']",butter oil cinnamon milk lemon flour raspberries,butter oil cinnamon milk lemon flour raspberry
Breakfast,15.0,25.0,463,20.0,6.0,55.0,7.0,11.0,"['spinach', 'honey', 'almonds', 'butter', 'fruit', 'coconut', 'syrup', 'seeds', 'cinnamon', 'milk', 'raspberries', 'bananas', 'avocado', 'mango', 'pumpkin']",spinach honey almonds butter fruit coconut syrup seeds cinnamon milk raspberries bananas avocado mango pumpkin,spinach honey almond butter fruit coconut syrup seed cinnamon milk raspberry banana avocado mango pumpkin
Breakfast,5.0,15.0,196,14.0,5.0,4.0,3.0,14.0,"['cheese', 'butter', 'leaves', 'eggs', 'tomatoes']",cheese butter leaves eggs tomatoes,cheese butter leaf egg tomato
Breakfast,40.0,50.0,803,36.0,22.0,96.0,18.0,16.0,"['curry', 'pickles', 'other', 'leaves', 'oil', 'garlic', 'ginger', 'coriander', 'cumin', 'coconut', 'zest', 'mustard', 'juice', 'red', 'potatoes', 'fennel', 'milk', 'flour']",curry pickles other leaves oil garlic ginger coriander cumin coconut zest mustard juice red potatoes fennel milk flour,curry pickle other leaf oil garlic ginger coriander cumin coconut zest mustard juice red potato fennel milk flour
Breakfast,10.0,65.0,165,11.0,1.0,10.0,3.0,5.0,"['oil', 'nuts', 'orange', 'seeds', 'syrup', 'cinnamon', 'oats']",oil nuts orange seeds syrup cinnamon oats,oil nut orange seed syrup cinnamon oat
Breakfast,10.0,15.0,371,10.0,4.0,52.0,4.0,15.0,"['barley', 'seeds', 'red', 'oats', 'extract']",barley seeds red oats extract,barley seed red oat extract
Breakfast,5.0,5.0,179,2.0,0.0,32.0,4.0,7.0,"['strawberries', 'oatmeal', 'barley', 'spelt']",strawberries oatmeal barley spelt,strawberry oatmeal barley spelt
Breakfast,10.0,15.0,624,43.0,19.0,29.0,1.0,28.0,"['butter', 'oil', 'sugar', 'eggs', 'vanilla', 'brioche', 'syrup', 'bananas', 'cream', 'bacon']",butter oil sugar eggs vanilla brioche syrup bananas cream bacon,butter oil sugar egg vanilla brioche syrup banana cream bacon
Breakfast,15.0,15.0,386,21.0,12.0,37.0,1.0,9.0,"['almonds', 'butter', 'sugar', 'extra', 'cornflour', 'orange', 'eggs', 'amaretto', 'lemon', 'cream', 'flour']",almonds butter sugar extra cornflour orange eggs amaretto lemon cream flour,almond butter sugar extra cornflour orange egg amaretto lemon cream flour
Breakfast,20.0,0.0,332,15.0,13.0,41.0,8.0,4.0,"['leaves', 'coconut', 'seeds', 'pineapple', 'milk', 'bananas', 'blueberries', 'mango']",leaves coconut seeds pineapple milk bananas blueberries mango,leaf coconut seed pineapple milk banana blueberry mango
Breakfast,10.0,30.0,210,13.0,3.0,10.0,5.0,12.0,"['leaves', 'oil', 'leeks', 'eggs', 'onions', 'tomatoes']",leaves oil leeks eggs onions tomatoes,leaf oil leek egg onion tomato
Breakfast,10.0,20.0,330,11.0,5.0,46.0,2.0,11.0,"['spinach', 'matcha', 'butter', 'leaves', 'extra', 'eggs', 'marmalade', 'syrup', 'milk', 'flour', 'grapes', 'extract']",spinach matcha butter leaves extra eggs marmalade syrup milk flour grapes extract,spinach matcha butter leaf extra egg marmalade syrup milk flour grape extract
Breakfast,5.0,15.0,494,24.0,8.0,42.0,3.0,25.0,"['eggs', 'brioche', 'syrup', 'pomegranate', 'bacon']",eggs brioche syrup pomegranate bacon,egg brioche syrup pomegranate bacon
Breakfast,5.0,15.0,348,23.0,8.0,11.0,2.0,23.0,"['eggs', 'red', 'chorizo', 'tomatoes']",eggs red chorizo tomatoes,egg red chorizo tomato
Breakfast,10.0,0.0,336,6.0,1.0,56.0,8.0,11.0,"['almonds', 'juice', 'cinnamon', 'apples', 'pomegranate', 'clementines', 'oats']",almonds juice cinnamon apples pomegranate clementines oats,almond juice cinnamon apple pomegranate clementine oat
Breakfast,45.0,5.0,338,5.0,1.0,57.0,11.0,10.0,"['cranberries', 'salt', 'cardamom', 'coconut', 'orange', 'syrup', 'cinnamon', 'milk', 'hazelnuts', 'oats', 'water', 'extract']",cranberries salt cardamom coconut orange syrup cinnamon milk hazelnuts oats water extract,cranberry salt cardamom coconut orange syrup cinnamon milk hazelnut oat water extract
Breakfast,10.0,20.0,324,10.0,5.0,46.0,2.0,11.0,"['butter', 'sugar', 'extra', 'eggs', 'syrup', 'red', 'milk', 'cream', 'blueberries', 'flour', 'raspberries', 'extract']",butter sugar extra eggs syrup red milk cream blueberries flour raspberries extract,butter sugar extra egg syrup red milk cream blueberry flour raspberry extract
Breakfast,15.0,40.0,491,20.0,3.0,61.0,8.0,14.0,"['silver', 'oil', 'beans', 'sugar', 'nuts', 'jelly', 'apricots', 'seeds', 'syrup', 'cinnamon', 'oats', 'ginger', 'pumpkin']",silver oil beans sugar nuts jelly apricots seeds syrup cinnamon oats ginger pumpkin,silver oil bean sugar nut jelly apricot seed syrup cinnamon oat ginger pumpkin
Breakfast,10.0,25.0,259,15.0,3.0,28.0,3.0,6.0,"['honey', 'oil', 'berries', 'pumpkin', 'coconut', 'syrup', 'seeds', 'flaked', 'oats', 'extract']",honey oil berries pumpkin coconut syrup seeds flaked oats extract,honey oil berry pumpkin coconut syrup seed flaked oat extract
Breakfast,40.0,0.0,309,20.0,6.0,26.0,2.0,7.0,"['butter', 'oil', 'corn', 'eggs', 'sauce', 'onions', 'tomatoes', 'milk', 'flour', 'bacon']",butter oil corn eggs sauce onions tomatoes milk flour bacon,butter oil corn egg sauce onion tomato milk flour bacon
Breakfast,15.0,75.0,249,10.0,3.0,30.0,6.0,10.0,"['ricotta', 'nuts', 'black', 'sultana', 'orange', 'pumpkin', 'walnuts', 'flour', 'topping', 'sesame']",ricotta nuts black sultana orange pumpkin walnuts flour topping sesame,ricotta nut black sultana orange pumpkin walnut flour topping sesame
Breakfast,5.0,25.0,542,17.0,4.0,63.0,3.0,31.0,"['curry', 'parsley', 'oil', 'garlic', 'eggs', 'juice', 'rice', 'fish']",curry parsley oil garlic eggs juice rice fish,curry parsley oil garlic egg juice rice fish
Breakfast,45.0,20.0,416,17.0,10.0,54.0,2.0,9.0,"['butter', 'sugar', 'extra', 'yeast', 'orange', 'eggs', 'raisins', 'milk', 'flour', 'extract']",butter sugar extra yeast orange eggs raisins milk flour extract,butter sugar extra yeast orange egg raisin milk flour extract
Breakfast,20.0,20.0,357,13.0,3.0,45.0,1.0,9.0,"['kirsch', 'oil', 'cherries', 'sugar', 'eggs', 'milk', 'cream', 'flour', 'extract']",kirsch oil cherries sugar eggs milk cream flour extract,kirsch oil cherry sugar egg milk cream flour extract
Breakfast,15.0,120.0,168,2.0,1.0,28.0,6.0,6.0,"['barley', 'orange', 'cinnamon', 'apples', 'nutmeg']",barley orange cinnamon apples nutmeg,barley orange cinnamon apple nutmeg
Breakfast,10.0,2.0,493,21.0,7.0,53.0,11.0,16.0,"['nuts', 'pomegranate', 'cinnamon', 'blackberries', 'oats']",nuts pomegranate cinnamon blackberries oats,nut pomegranate cinnamon blackberry oat
Breakfast,10.0,0.0,325,9.0,4.0,48.0,8.0,9.0,"['fruit', 'oats', 'seeds', 'coconut']",fruit oats seeds coconut,fruit oat seed coconut
Breakfast,10.0,15.0,218,6.0,1.0,34.0,1.0,6.0,"['oil', 'sugar', 'extra', 'syrup', 'red', 'milk', 'flour']",oil sugar extra syrup red milk flour,oil sugar extra syrup red milk flour
Breakfast,5.0,12.0,617,39.0,16.0,30.0,5.0,33.0,"['bread', 'oil', 'chives', 'salmon', 'extra', 'eggs', 'sauce', 'tomatoes', 'milk', 'lemon']",bread oil chives salmon extra eggs sauce tomatoes milk lemon,bread oil chive salmon extra egg sauce tomato milk lemon
Breakfast,10.0,0.0,291,10.0,4.0,40.0,5.0,7.0,"['butter', 'bananas', 'seeds', 'cinnamon', 'milk', 'oats']",butter bananas seeds cinnamon milk oats,butter banana seed cinnamon milk oat
Breakfast,5.0,5.0,333,15.0,2.0,39.0,2.0,9.0,"['oil', 'nuts', 'extra', 'syrup', 'milk', 'flour']",oil nuts extra syrup milk flour,oil nut extra syrup milk flour
Breakfast,5.0,5.0,307,9.0,2.0,45.0,4.0,11.0,"['bread', 'butter', 'cinnamon']",bread butter cinnamon,bread butter cinnamon
Breakfast,10.0,10.0,413,16.0,5.0,45.0,3.0,21.0,"['eggs', 'bread', 'pesto', 'chorizo']",eggs bread pesto chorizo,egg bread pesto chorizo
Breakfast,5.0,2.0,264,12.0,4.0,18.0,4.0,21.0,"['cheese', 'oil', 'cinnamon', 'milk', 'blueberries']",cheese oil cinnamon milk blueberries,cheese oil cinnamon milk blueberry
Breakfast,10.0,15.0,699,37.0,15.0,60.0,1.0,31.0,"['parsley', 'penne', 'sausages', 'cream', 'bacon']",parsley penne sausages cream bacon,parsley penne sausage cream bacon
Breakfast,10.0,20.0,270,0.0,0.0,68.0,4.0,3.0,"['sugar', 'peaches', 'cardamom', 'vanilla', 'apricots', 'juice', 'nectarines']",sugar peaches cardamom vanilla apricots juice nectarines,sugar peach cardamom vanilla apricot juice nectarine
Breakfast,10.0,25.0,446,24.0,14.0,40.0,9.0,12.0,"['almonds', 'berries', 'strawberries', 'coconut', 'vanilla', 'seeds', 'blueberries', 'quinoa', 'extract']",almonds berries strawberries coconut vanilla seeds blueberries quinoa extract,almond berry strawberry coconut vanilla seed blueberry quinoa extract
Breakfast,10.0,10.0,116,3.0,1.0,17.0,1.0,4.0,"['oil', 'sugar', 'eggs', 'sauce', 'cocoa', 'milk', 'flour', 'extract']",oil sugar eggs sauce cocoa milk flour extract,oil sugar egg sauce cocoa milk flour extract
Breakfast,10.0,10.0,333,9.0,2.0,50.0,8.0,11.0,"['other', 'couscous', 'butter', 'honey', 'cinnamon', 'clementines', 'water', 'raspberries']",other couscous butter honey cinnamon clementines water raspberries,other couscous butter honey cinnamon clementine water raspberry
Breakfast,10.0,25.0,550,10.0,3.0,77.0,19.0,28.0,"['paprika', 'beans', 'eggs', 'passata', 'onions', 'flour', 'vinegar']",paprika beans eggs passata onions flour vinegar,paprika bean egg passata onion flour vinegar
Breakfast,10.0,30.0,300,16.0,4.0,11.0,3.0,29.0,"['spinach', 'bread', 'pepper', 'oil', 'eggs', 'ham', 'cayenne', 'clove']",spinach bread pepper oil eggs ham cayenne clove,spinach bread pepper oil egg ham cayenne clove
Breakfast,5.0,5.0,323,16.0,4.0,24.0,4.0,19.0,"['parsley', 'oil', 'eggs', 'clove', 'tomatoes']",parsley oil eggs clove tomatoes,parsley oil egg clove tomato
Breakfast,5.0,15.0,617,35.0,13.0,39.0,9.0,32.0,"['paprika', 'beans', 'butter', 'oil', 'pork', 'sauce', 'eggs', 'jam', 'bacon']",paprika beans butter oil pork sauce eggs jam bacon,paprika bean butter oil pork sauce egg jam bacon
Breakfast,5.0,25.0,379,28.0,6.0,1.0,3.0,30.0,"['mushrooms', 'ham', 'eggs', 'oil']",mushrooms ham eggs oil,mushroom ham egg oil
Breakfast,10.0,20.0,75,2.0,1.0,12.0,1.0,3.0,"['butter', 'nutella', 'sugar', 'cinnamon', 'milk', 'flour']",butter nutella sugar cinnamon milk flour,butter nutella sugar cinnamon milk flour
Breakfast,5.0,5.0,502,33.0,15.0,24.0,1.0,26.0,"['eggs', 'milk', 'croissants', 'chives']",eggs milk croissants chives,egg milk croissant chive
Breakfast,25.0,45.0,162,4.0,2.0,25.0,1.0,5.0,"['butter', 'berries', 'sugar', 'extra', 'eggs', 'buttermilk', 'soda', 'syrup', 'flour', 'extract']",butter berries sugar extra eggs buttermilk soda syrup flour extract,butter berry sugar extra egg buttermilk soda syrup flour extract
Breakfast,10.0,40.0,457,30.0,5.0,37.0,4.0,11.0,"['parsley', 'paprika', 'oil', 'eggs', 'potatoes']",parsley paprika oil eggs potatoes,parsley paprika oil egg potato
Breakfast,15.0,55.0,332,5.0,1.0,61.0,3.0,9.0,"['oil', 'sugar', 'extra', 'yeast', 'syrup', 'cinnamon', 'milk', 'lemon', 'blueberries', 'flour']",oil sugar extra yeast syrup cinnamon milk lemon blueberries flour,oil sugar extra yeast syrup cinnamon milk lemon blueberry flour
Breakfast,10.0,0.0,272,9.0,2.0,34.0,3.0,13.0,"['honey', 'cereal', 'melon']",honey cereal melon,honey cereal melon
Breakfast,45.0,30.0,467,13.0,5.0,80.0,3.0,9.0,"['fruit', 'butter', 'oil', 'pistachios', 'cranberries', 'sugar', 'marzipan', 'extra', 'yeast', 'orange', 'juice', 'nutmeg', 'cointreau', 'milk', 'water', 'flour']",fruit butter oil pistachios cranberries sugar marzipan extra yeast orange juice nutmeg cointreau milk water flour,fruit butter oil pistachio cranberry sugar marzipan extra yeast orange juice nutmeg cointreau milk water flour
Breakfast,40.0,15.0,263,8.0,4.0,40.0,1.0,7.0,"['butter', 'oil', 'sugar', 'extra', 'saffron', 'yeast', 'milk', 'flour']",butter oil sugar extra saffron yeast milk flour,butter oil sugar extra saffron yeast milk flour
